+2.549	/s/contributor/omcs/colagor
+2.405	/s/contributor/omcs/elsten
+2.396	/s/contributor/omcs/kollo
+2.359	/s/contributor/omcs/scarfboy
+2.316	/s/contributor/omcs/seanbrockest
+2.315	/s/contributor/omcs/robennals
+2.309	/s/contributor/omcs/frozenfire
+2.287	/s/contributor/omcs/andrec
+2.263	/s/contributor/omcs/sausage
+2.189	/s/contributor/omcs/edman274
+2.166	/s/contributor/omcs/ladyson
+2.141	/s/contributor/omcs/arturion
+2.128	/s/contributor/omcs/nk
+2.096	/s/contributor/omcs/demosthenes2k8
+2.079	/s/contributor/omcs/nemerle
+2.078	/s/contributor/omcs/jeffmuir
+2.075	/s/contributor/omcs/varoa
+2.054	/s/contributor/omcs/jayant
+2.049	/s/contributor/omcs/sellis
+2.046	/s/contributor/omcs/emead
+2.037	/s/contributor/omcs/jfw7
+2.029	/s/contributor/omcs/igon
+2.013	/s/contributor/omcs/sle
+1.994	/s/contributor/omcs/trevorwd
+1.980	/s/contributor/omcs/syroph
+1.972	/s/contributor/omcs/markp
+1.972	/s/contributor/omcs/helge
+1.969	/s/contributor/omcs/kostmo
+1.956	/s/contributor/omcs/ast62
+1.940	/s/contributor/omcs/afarrell
+1.894	/s/contributor/omcs/desalvionjr
+1.888	/s/contributor/omcs/_doug
+1.880	/s/contributor/omcs/eturner
+1.876	/s/contributor/omcs/20q
+1.869	/s/contributor/omcs/secrgb
+1.856	/s/contributor/omcs/nishikar
+1.849	/s/contributor/omcs/neitherday
+1.839	/s/contributor/omcs/matildaaverill
+1.834	/s/contributor/omcs/rl78
+1.834	/s/contributor/omcs/squeakers215
+1.831	/s/contributor/omcs/johlton
+1.821	/s/contributor/omcs/pierremarchal
+1.809	/s/contributor/omcs/simonbagley
+1.769	/s/contributor/omcs/ant
+1.768	/s/contributor/omcs/yahma
+1.755	/s/contributor/omcs/cirus
+1.752	/s/contributor/omcs/pastymage
+1.744	/s/contributor/omcs/mpoon
+1.734	/s/contributor/omcs/slux
+1.727	/s/contributor/omcs/weboide
+1.704	/s/contributor/omcs/tedcoombs
+1.700	/s/contributor/omcs/chilingo
+1.700	/s/contributor/omcs/jinx
+1.696	/s/contributor/omcs/kiosk
+1.694	/s/contributor/omcs/andreas
+1.689	/s/contributor/omcs/jbbdude
+1.680	/s/contributor/omcs/vox
+1.675	/s/contributor/omcs/621562
+1.661	/s/contributor/omcs/a33kuo
+1.648	/s/contributor/omcs/triplitex
+1.635	/s/contributor/omcs/carusone
+1.624	/s/contributor/omcs/oogun
+1.618	/s/contributor/omcs/suehessey
+1.614	/s/contributor/omcs/gbaydin
+1.607	/s/contributor/omcs/leighman
+1.604	/s/contributor/omcs/cyvira
+1.598	/s/contributor/omcs/chaizzilla
+1.595	/s/contributor/omcs/ankkaror
+1.592	/s/contributor/omcs/vincebr
+1.587	/s/contributor/omcs/pubulus
+1.569	/s/contributor/omcs/varlet16
+1.564	/s/contributor/omcs/endolith
+1.563	/s/contributor/omcs/scooterd
+1.563	/s/contributor/omcs/chriseckl
+1.560	/s/contributor/omcs/jolivier
+1.554	/s/contributor/omcs/biltcliffe
+1.553	/s/contributor/omcs/robfarrell3000
+1.553	/s/contributor/omcs/ghuron
+1.547	/s/contributor/omcs/sporkiness
+1.540	/s/contributor/omcs/uskudarli
+1.539	/s/contributor/omcs/davinf
+1.538	/s/contributor/omcs/davidsmith
+1.537	/s/contributor/omcs/dvyjones
+1.522	/s/contributor/omcs/correlon
+1.517	/s/contributor/omcs/sawwie
+1.517	/s/contributor/omcs/aerugo
+1.515	/s/contributor/omcs/gerdemb
+1.509	/s/contributor/omcs/brainmagmo
+1.503	/s/contributor/omcs/eelcomossel
+1.503	/s/contributor/omcs/trevorm
+1.501	/s/contributor/omcs/mskwarski
+1.500	/s/contributor/omcs/nighthawk
+1.498	/s/contributor/omcs/kingjo
+1.490	/s/contributor/omcs/pulaski
+1.484	/s/contributor/omcs/ninjamatt
+1.482	/s/contributor/omcs/mrkrause
+1.478	/s/contributor/omcs/paulmcq
+1.472	/s/contributor/omcs/sousaa
+1.455	/s/contributor/omcs/ochuckles
+1.453	/s/contributor/omcs/gg_gideon_gg
+1.451	/s/contributor/omcs/aritter
+1.450	/s/contributor/omcs/supermidget
