/c/en/test/n/wp/assessment	http://dbpedia.org/resource/Test_(assessment)
/c/en/test/n/wp/assessment	http://wikidata.dbpedia.org/resource/Q27318
/c/bn/কৃত_ি_অভীক্ষ_া	http://bn.dbpedia.org/resource/কৃতি_অভীক্ষা
/c/da/eksamen/n/wp/uddannelse	http://da.dbpedia.org/resource/Eksamen_(uddannelse)
/c/de/klassenarbeit	http://de.dbpedia.org/resource/Klassenarbeit
/c/es/examen/n/wp/evaluación_estudiantil	http://es.dbpedia.org/resource/Examen_(evaluación_estudiantil)
/c/eu/azterketa/n/wp/ebaluazioa	http://eu.dbpedia.org/resource/Azterketa_(ebaluazioa)
/c/fa/آزمون	http://fa.dbpedia.org/resource/آزمون
/c/fi/tentti	http://fi.dbpedia.org/resource/Tentti
/c/fr/devoir_surveillé	http://fr.dbpedia.org/resource/Devoir_surveillé
/c/he/מבחן	http://he.dbpedia.org/resource/מבחן
/c/sh/ispit	http://hr.dbpedia.org/resource/Ispit
/c/ms/ujian	http://id.dbpedia.org/resource/Ujian
/c/it/compito_in_classe	http://it.dbpedia.org/resource/Compito_in_classe
/c/ko/시험	http://ko.dbpedia.org/resource/시험
/c/ne/परीक्ष_ा	http://ne.dbpedia.org/resource/परीक्षा
/c/nl/examen	http://nl.dbpedia.org/resource/Examen
/c/no/eksamen	http://no.dbpedia.org/resource/Eksamen
/c/pl/egzamin	http://pl.dbpedia.org/resource/Egzamin
/c/ro/examen	http://ro.dbpedia.org/resource/Examen
/c/ru/контрольная_работа	http://ru.dbpedia.org/resource/Контрольная_работа
/c/sh/ispit	http://sh.dbpedia.org/resource/Ispit
/c/sl/izpit	http://sl.dbpedia.org/resource/Izpit
/c/sq/data	http://sq.dbpedia.org/resource/Data
/c/sv/prov/n/wp/diagnostiskt_test	http://sv.dbpedia.org/resource/Prov_(diagnostiskt_test)
/c/fil/pagsusulit	http://tl.dbpedia.org/resource/Pagsusulit
/c/tr/sınav	http://tr.dbpedia.org/resource/Sınav
/c/zh/測驗	http://zh.dbpedia.org/resource/測驗
/c/en/education_in_united_states	http://dbpedia.org/resource/Education_in_the_United_States
/c/en/education_in_united_states	http://wikidata.dbpedia.org/resource/Q861654
/c/ar/التعليم_في_الولايات_المتحدة	http://ar.dbpedia.org/resource/التعليم_في_الولايات_المتحدة
/c/az/abş_da_təhsil_sistemi	http://az.dbpedia.org/resource/ABŞ-da_təhsil_sistemi
/c/cs/školství_ve_spojených_státech_amerických	http://cs.dbpedia.org/resource/Školství_ve_Spojených_státech_amerických
/c/de/bildungssystem_in_den_vereinigten_staaten	http://de.dbpedia.org/resource/Bildungssystem_in_den_Vereinigten_Staaten
/c/es/sistema_educativo_de_estados_unidos	http://es.dbpedia.org/resource/Sistema_educativo_de_Estados_Unidos
/c/fa/آموزش_در_ایالات_متحده_آمریکا	http://fa.dbpedia.org/resource/آموزش_در_ایالات_متحده_آمریکا
/c/fr/système_éducatif_des_états_unis	http://fr.dbpedia.org/resource/Système_éducatif_des_États-Unis
/c/it/istruzione_negli_stati_uniti_d_america	http://it.dbpedia.org/resource/Istruzione_negli_Stati_Uniti_d'America
/c/ja/アメリカ_合衆国の教育	http://ja.dbpedia.org/resource/アメリカ合衆国の教育
/c/ko/미국의_교육	http://ko.dbpedia.org/resource/미국의_교육
/c/ms/pendidikan_di_amerika_syarikat	http://ms.dbpedia.org/resource/Pendidikan_di_Amerika_Syarikat
/c/nl/onderwijs_in_de_verenigde_staten	http://nl.dbpedia.org/resource/Onderwijs_in_de_Verenigde_Staten
/c/pt/educação_nos_estados_unidos	http://pt.dbpedia.org/resource/Educação_nos_Estados_Unidos
/c/ru/система_образования_сша	http://ru.dbpedia.org/resource/Система_образования_США
/c/si/එක්සත_්_ජනපදයෙහිද_ී_අධ්‍යාපනය	http://si.dbpedia.org/resource/එක්සත්_ජනපදයෙහිදී_අධ්‍යාපනය
/c/sk/školstvo_v_usa	http://sk.dbpedia.org/resource/Školstvo_v_USA
/c/sv/utbildning_i_usa	http://sv.dbpedia.org/resource/Utbildning_i_USA
/c/uk/система_освіти_сполучених_штатів_америки	http://uk.dbpedia.org/resource/Система_освіти_Сполучених_Штатів_Америки
/c/vi/giáo_dục_hoa_kỳ	http://vi.dbpedia.org/resource/Giáo_dục_Hoa_Kỳ
/c/zh/美国教育	http://zh.dbpedia.org/resource/美国教育
